station_id,station_name,lon,lat,sample_date,parameter,fraction,value,unit
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2016-12-19,Suspenderede stoffer,Total,4.2,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2016-12-19,"Nitrogen,total N",Total,3.0300562,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2016-12-19,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,2.3,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2016-12-19,"Phosphor, total-P",Total,0.1091663070117076,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-01-09,Suspenderede stoffer,Total,5.8,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-01-09,"Nitrogen,total N",Total,3.237093,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-01-09,Ammoniak+ammonium-N,Opløst - filtrat fra filtrering,0.22,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-01-09,"Glødetab,susp.stof",Total,2.9,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-01-09,Ortho-phosphat-P,Opløst - filtrat fra filtrering,0.057,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-01-09,"Phosphor, total-P",Total,0.13545805022466176,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-01-09,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,2.4,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-01-23,"Nitrogen,total N",Total,3.3406114000000002,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-01-23,"Phosphor, total-P",Total,0.13545805022466176,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-01-23,Ortho-phosphat-P,Opløst - filtrat fra filtrering,0.064,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-01-23,Ammoniak+ammonium-N,Opløst - filtrat fra filtrering,0.2,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-01-23,Suspenderede stoffer,Total,5.2,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-01-23,"Glødetab,susp.stof",Total,1.7,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-01-23,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,2.5,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-02-14,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,2.1,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-02-14,Suspenderede stoffer,Total,4.4,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-02-14,"Glødetab,susp.stof",Total,2.0,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-02-14,Ammoniak+ammonium-N,Opløst - filtrat fra filtrering,0.24,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-02-14,Ortho-phosphat-P,Opløst - filtrat fra filtrering,0.045,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-02-14,"Phosphor, total-P",Total,0.13545805022466176,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-02-14,"Nitrogen,total N",Total,2.9265378,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-02-20,"Phosphor, total-P",Total,0.11019191907527831,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-02-20,"Nitrogen,total N",Total,2.719501,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-02-20,"Glødetab,susp.stof",Total,3.7,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-02-20,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,2.0,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-02-20,Suspenderede stoffer,Total,8.8,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-02-20,Ammoniak+ammonium-N,Opløst - filtrat fra filtrering,0.2,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-02-20,Ortho-phosphat-P,Opløst - filtrat fra filtrering,0.055,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-03-22,Suspenderede stoffer,Total,18.0,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-03-22,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,2.2,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-03-22,"Glødetab,susp.stof",Total,5.4,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-03-22,Ammoniak+ammonium-N,Opløst - filtrat fra filtrering,0.18,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-03-22,Ortho-phosphat-P,Opløst - filtrat fra filtrering,0.06,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-03-22,"Phosphor, total-P",Total,0.13545805022466176,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-03-22,"Nitrogen,total N",Total,3.0300562,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-04-25,"Phosphor, total-P",Total,0.15522572240954852,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-04-25,Ortho-phosphat-P,Opløst - filtrat fra filtrering,0.069,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-04-25,"Glødetab,susp.stof",Total,3.2,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-04-25,Ammoniak+ammonium-N,Opløst - filtrat fra filtrering,0.2,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-04-25,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,1.8,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-04-25,"Nitrogen,total N",Total,2.6,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-04-25,Suspenderede stoffer,Total,7.4,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-05-22,Ammoniak+ammonium-N,Opløst - filtrat fra filtrering,0.12,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-05-22,Ortho-phosphat-P,Opløst - filtrat fra filtrering,0.082,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-05-22,"Glødetab,susp.stof",Total,2.8,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-05-22,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,1.9,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-05-22,"Nitrogen,total N",Total,2.5,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-05-22,Suspenderede stoffer,Total,5.4,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-05-22,"Phosphor, total-P",Total,0.18,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-06-26,"Phosphor, total-P",Total,0.16,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-06-26,Suspenderede stoffer,Total,4.4,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-06-26,"Glødetab,susp.stof",Total,1.1,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-06-26,Ammoniak+ammonium-N,Opløst - filtrat fra filtrering,0.083,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-06-26,Ortho-phosphat-P,Opløst - filtrat fra filtrering,0.085,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-06-26,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,1.7,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-06-26,"Nitrogen,total N",Total,2.4,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-07-24,Ortho-phosphat-P,Opløst - filtrat fra filtrering,0.098,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-07-24,Suspenderede stoffer,Total,10.0,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-07-24,"Phosphor, total-P",Total,0.19,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-07-24,"Glødetab,susp.stof",Total,3.9,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-07-24,Ammoniak+ammonium-N,Opløst - filtrat fra filtrering,0.071,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-07-24,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,1.4,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-07-24,"Nitrogen,total N",Total,1.9,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-08-21,"Nitrogen,total N",Total,2.9,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-08-21,Ammoniak+ammonium-N,Opløst - filtrat fra filtrering,0.11,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-08-21,Ortho-phosphat-P,Opløst - filtrat fra filtrering,0.097,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-08-21,"Glødetab,susp.stof",Total,1.5,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-08-21,Suspenderede stoffer,Total,4.6,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-08-21,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,2.1,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-08-21,"Phosphor, total-P",Total,0.16,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-09-25,"Phosphor, total-P",Total,0.14,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-09-25,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,2.0,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-09-25,"Nitrogen,total N",Total,2.5,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-09-25,Ortho-phosphat-P,Opløst - filtrat fra filtrering,0.076,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-09-25,Suspenderede stoffer,Total,3.0,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-09-25,"Glødetab,susp.stof",Total,1.4,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-09-25,Ammoniak+ammonium-N,Opløst - filtrat fra filtrering,0.067,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-10-23,"Phosphor, total-P",Total,0.22,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-10-23,"Glødetab,susp.stof",Total,8.2,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-10-23,Ortho-phosphat-P,Opløst - filtrat fra filtrering,0.089,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-10-23,Ammoniak+ammonium-N,Opløst - filtrat fra filtrering,0.096,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-10-23,"Nitrogen,total N",Total,3.5,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-10-23,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,2.2,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-10-23,Suspenderede stoffer,Total,29.0,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-11-14,Suspenderede stoffer,Total,6.2,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-11-14,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,2.4,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-11-14,"Glødetab,susp.stof",Total,2.5,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-11-14,Ammoniak+ammonium-N,Opløst - filtrat fra filtrering,0.2,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-11-14,Ortho-phosphat-P,Opløst - filtrat fra filtrering,0.07,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-11-14,"Nitrogen,total N",Total,2.9,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-11-14,"Phosphor, total-P",Total,0.13,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-11-29,"Phosphor, total-P",Total,0.14,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-11-29,"Nitrogen,total N",Total,3.7,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-11-29,Suspenderede stoffer,Total,15.0,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-11-29,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,2.6,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-11-29,"Glødetab,susp.stof",Total,5.6,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-11-29,Ortho-phosphat-P,Opløst - filtrat fra filtrering,0.06,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-11-29,Ammoniak+ammonium-N,Opløst - filtrat fra filtrering,0.16,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-12-07,"Glødetab,susp.stof",Total,8.5,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-12-07,Ortho-phosphat-P,Opløst - filtrat fra filtrering,0.06,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-12-07,Ammoniak+ammonium-N,Opløst - filtrat fra filtrering,0.13,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-12-07,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,2.3,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-12-07,Suspenderede stoffer,Total,25.0,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-12-07,"Nitrogen,total N",Total,3.5,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-12-07,"Phosphor, total-P",Total,0.2,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-12-20,Ortho-phosphat-P,Opløst - filtrat fra filtrering,0.059,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-12-20,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,2.6,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-12-20,"Phosphor, total-P",Total,0.081,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-12-20,Ammoniak+ammonium-N,Opløst - filtrat fra filtrering,0.2,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-12-20,Suspenderede stoffer,Total,12.0,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-12-20,"Nitrogen,total N",Total,3.9,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2017-12-20,"Glødetab,susp.stof",Total,2.9,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-01-09,"Glødetab,susp.stof",Total,4.1,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-01-09,"Nitrogen,total N",Total,3.4,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-01-09,Suspenderede stoffer,Total,13.0,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-01-09,Ammoniak+ammonium-N,Opløst - filtrat fra filtrering,0.22,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-01-09,"Phosphor, total-P",Total,0.11,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-01-09,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,2.5,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-01-09,Ortho-phosphat-P,Opløst - filtrat fra filtrering,0.057,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-01-24,"Phosphor, total-P",Total,0.34,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-01-24,Suspenderede stoffer,Total,74.0,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-01-24,Ortho-phosphat-P,Opløst - filtrat fra filtrering,0.05,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-01-24,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,1.9,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-01-24,"Nitrogen,total N",Total,3.0,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-01-24,"Glødetab,susp.stof",Total,23.0,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-01-24,Ammoniak+ammonium-N,Opløst - filtrat fra filtrering,0.13,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-02-13,Ortho-phosphat-P,Opløst - filtrat fra filtrering,0.059,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-02-13,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,1.9,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-02-13,"Phosphor, total-P",Total,0.21,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-02-13,"Nitrogen,total N",Total,3.2,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-02-13,"Glødetab,susp.stof",Total,8.7,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-02-13,Ammoniak+ammonium-N,Opløst - filtrat fra filtrering,0.36,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-02-13,Suspenderede stoffer,Total,24.0,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-02-26,"Nitrogen,total N",Total,3.1,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-02-26,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,2.3,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-02-26,Suspenderede stoffer,Total,11.0,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-02-26,"Glødetab,susp.stof",Total,3.7,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-02-26,Ammoniak+ammonium-N,Opløst - filtrat fra filtrering,0.26,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-02-26,"Phosphor, total-P",Total,0.13,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-02-26,Ortho-phosphat-P,Opløst - filtrat fra filtrering,0.054,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-03-21,"Phosphor, total-P",Total,0.15,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-03-21,Suspenderede stoffer,Total,15.0,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-03-21,Ortho-phosphat-P,Opløst - filtrat fra filtrering,0.06,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-03-21,"Nitrogen,total N",Total,3.0,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-03-21,"Glødetab,susp.stof",Total,5.9,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-03-21,Ammoniak+ammonium-N,Opløst - filtrat fra filtrering,0.31,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-03-21,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,2.2,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-04-23,"Glødetab,susp.stof",Total,2.5,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-04-23,Ortho-phosphat-P,Opløst - filtrat fra filtrering,0.071,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-04-23,"Phosphor, total-P",Total,0.12,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-04-23,"Nitrogen,total N",Total,2.5,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-04-23,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,1.9,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-04-23,Suspenderede stoffer,Total,8.0,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-04-23,Ammoniak+ammonium-N,Opløst - filtrat fra filtrering,0.19,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-05-22,Ammoniak+ammonium-N,Opløst - filtrat fra filtrering,0.08,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-05-22,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,2.0,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-05-22,"Nitrogen,total N",Total,2.5,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-05-22,"Glødetab,susp.stof",Total,1.4,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-05-22,Ortho-phosphat-P,Opløst - filtrat fra filtrering,0.074,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-05-22,Suspenderede stoffer,Total,4.0,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-05-22,"Phosphor, total-P",Total,0.14,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-06-26,"Phosphor, total-P",Total,0.14,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-06-26,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,1.7,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-06-26,"Nitrogen,total N",Total,2.2,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-06-26,Suspenderede stoffer,Total,2.6,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-06-26,"Glødetab,susp.stof",Total,1.7,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-06-26,Ortho-phosphat-P,Opløst - filtrat fra filtrering,0.094,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-06-26,Ammoniak+ammonium-N,Opløst - filtrat fra filtrering,0.047,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-07-25,"Phosphor, total-P",Total,0.13,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-07-25,"Glødetab,susp.stof",Total,0.2,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-07-25,Ortho-phosphat-P,Opløst - filtrat fra filtrering,0.091,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-07-25,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,1.5,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-07-25,Ammoniak+ammonium-N,Opløst - filtrat fra filtrering,0.023,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-07-25,Suspenderede stoffer,Total,4.6,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-07-25,"Nitrogen,total N",Total,1.8,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-08-20,Ammoniak+ammonium-N,Opløst - filtrat fra filtrering,0.049,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-08-20,Nitrit+nitrat-N,Opløst - filtrat fra filtrering,1.6,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-08-20,Suspenderede stoffer,Total,5.8,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-08-20,"Glødetab,susp.stof",Total,1.5,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-08-20,Ortho-phosphat-P,Opløst - filtrat fra filtrering,0.092,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-08-20,"Nitrogen,total N",Total,2.2,mg/l
2000005,"ELLING Å, ELLING KIRKE",10.4853446507562,57.47237389414899,2018-08-20,"Phosphor, total-P",Total,0.13,mg/l
