vassnr,station_name,lon,lat,sample_date,par_unit,value
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-08-21,N-TOT_µg/l,727.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-08-21,P-TOT_µg/l,8.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-08-21,TOC_mg/l,7.4
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-08-28,N-TOT_µg/l,865.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-08-28,P-TOT_µg/l,8.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-08-28,TOC_mg/l,6.8
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-09-04,N-TOT_µg/l,789.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-09-04,P-TOT_µg/l,14.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-09-04,TOC_mg/l,6.3
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-09-11,N-TOT_µg/l,802.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-09-11,P-TOT_µg/l,13.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-09-11,TOC_mg/l,7.5
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-09-18,N-TOT_µg/l,844.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-09-18,P-TOT_µg/l,14.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-09-18,TOC_mg/l,7.7
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-09-25,N-TOT_µg/l,833.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-09-25,P-TOT_µg/l,14.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-09-25,TOC_mg/l,7.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-10-02,N-TOT_µg/l,870.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-10-02,P-TOT_µg/l,9.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-10-02,TOC_mg/l,7.3
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-10-09,N-TOT_µg/l,898.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-10-09,P-TOT_µg/l,8.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-10-09,TOC_mg/l,7.2
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-10-16,N-TOT_µg/l,789.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-10-16,P-TOT_µg/l,8.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-10-16,TOC_mg/l,7.3
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-10-24,N-TOT_µg/l,881.0
