mvm_id,station_name,lon,lat,sample_date,par_unit,value
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-07-13,TOC_mg/l,7.7
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-08-15,N-NH4_µg/l,47.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-08-15,N-NO3_µg/l,227.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-08-15,N-TOT_µg/l,695.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-08-15,P-TOT_µg/l,46.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-08-15,SRP_µg/l,8.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-08-15,TOC_mg/l,12.2
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-09-17,N-NH4_µg/l,37.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-09-17,N-NO3_µg/l,196.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-09-17,N-TOT_µg/l,597.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-09-17,P-TOT_µg/l,39.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-09-17,SRP_µg/l,10.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-09-17,TOC_mg/l,12.3
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-10-15,N-NH4_µg/l,20.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-10-15,N-NO3_µg/l,305.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-10-15,N-TOT_µg/l,1054.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-10-15,P-TOT_µg/l,40.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-10-15,SRP_µg/l,14.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-10-15,TOC_mg/l,16.9
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-11-15,N-NH4_µg/l,42.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-11-15,N-NO3_µg/l,377.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-11-15,N-TOT_µg/l,809.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-11-15,P-TOT_µg/l,32.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-11-15,SRP_µg/l,14.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-11-15,TOC_mg/l,12.4
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-12-14,N-NH4_µg/l,49.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-12-14,N-NO3_µg/l,478.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-12-14,N-TOT_µg/l,1035.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-12-14,P-TOT_µg/l,25.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-12-14,SRP_µg/l,14.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2001-12-14,TOC_mg/l,10.1
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-01-15,N-NH4_µg/l,120.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-01-15,N-NO3_µg/l,667.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-01-15,N-TOT_µg/l,929.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-01-15,P-TOT_µg/l,33.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-01-15,SRP_µg/l,21.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-01-15,TOC_mg/l,10.9
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-02-15,N-NH4_µg/l,26.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-02-15,N-NO3_µg/l,420.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-02-15,N-TOT_µg/l,680.0
