mvm_id,date,flow_m3/s,N-TOT_µg/l,P-TOT_µg/l,TOC_mg/l,N-NH4_µg/l,N-NO3_µg/l,SRP_µg/l,DOC_mg/l,N-TON_µg/l
31,2015-01-01,8.16,806.6486540107757,35.34066972341999,12.357685986932609,43.67756760011595,363.7586077862916,11.34506665087854,11.98695540732463,399.21247862436815
31,2015-01-02,14.5,842.7600791603983,35.59464856731778,12.636160223527828,45.63289127823381,380.0430727417493,11.426598974246595,12.257075416821992,417.0841151404151
31,2015-01-03,12.6,833.7913644456322,35.532432368096195,12.567553750080396,45.147262694720276,375.9986264241929,11.406626321423168,12.190527137577984,412.645475326719
31,2015-01-04,9.89,818.5507376281156,35.4254120114238,12.450133418393218,44.32202917479758,369.1258582550958,11.372270631818212,12.07662941584142,405.10285019822226
31,2015-01-05,8.18,806.799090471935,35.34174733123155,12.358858641553567,43.68571327626521,363.8264471825387,11.345412584686285,11.98809288230696,399.28693001313104
31,2015-01-06,7.23,799.2473509958164,35.28744388636457,12.29985946841273,43.27680958588327,360.42098654668547,11.327980085353088,11.930863684360348,395.5495548632477
31,2015-01-07,8.23,807.1737001675383,35.34443000857459,12.361778263529647,43.70599725023829,363.9953776092596,11.346273778135581,11.990924915623758,399.4723253080404
31,2015-01-08,10.4,821.6920220421431,35.44760581334985,12.474422500922145,44.49212015760983,370.54242200862825,11.379395289162229,12.10018982589448,406.657479875905
31,2015-01-09,9.96,818.9906352816139,35.42852426152465,12.453537554368255,44.34584829282656,369.32423031858264,11.37326972677325,12.079931427737208,405.3205566702047
31,2015-01-10,10.5,822.2912256806294,35.451831244141886,12.47905048892748,44.52456520948724,370.8126331845008,11.380751737535716,12.104678974259656,406.95402728664135
31,2015-01-11,13.2,836.7513325226362,35.55302736822951,12.590236015347848,45.3075359501639,377.3334254862495,11.413237731195984,12.212528934887413,414.11037108622276
31,2015-01-12,13.8,839.5895191490366,35.572717879257944,12.61194808710302,45.461215110998026,378.61330714318126,11.419558781752064,12.233589644489928,415.5149968948573
31,2015-01-13,15.8,848.2902998116393,35.632736337954135,12.678285196580626,45.93233588170167,382.5369284679619,11.43882591561003,12.297936640683208,419.8210354619758
31,2015-01-14,15.8,848.2902998116393,35.632736337954135,12.678285196580626,45.93233588170167,382.5369284679619,11.43882591561003,12.297936640683208,419.8210354619758
31,2015-01-15,15.8,848.2902998116393,35.632736337954135,12.678285196580626,45.93233588170167,382.5369284679619,11.43882591561003,12.297936640683208,419.8210354619758
31,2015-01-16,17.7,855.6599924496207,35.683171409049855,12.73421276986206,46.331382290304745,385.8602949925023,11.45501658906361,12.352186386766197,423.4683151668137
31,2015-01-17,16.7,851.87771334485,35.65733267279011,12.705539261877462,46.12658339742899,384.15467436750066,11.44672183439893,12.324373084021138,421.5964555799204
