station_id,station_name,lon,lat,sample_date,depth1,depth2,parameter,value,unit
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-09-17,"0,50","0,50",NO2+NO3-N,196.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-09-17,"0,50","0,50",PO4-P,10.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-09-17,"0,50","0,50",Si,1.56,mg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-09-17,"0,50","0,50",TOC,12.3,mg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-09-17,"0,50","0,50",Tot-N_ps,597.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-09-17,"0,50","0,50",Tot-P,39.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-10-15,"0,50","0,50",NH4-N,20.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-10-15,"0,50","0,50",NO2+NO3-N,305.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-10-15,"0,50","0,50",PO4-P,14.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-10-15,"0,50","0,50",Si,3.12,mg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-10-15,"0,50","0,50",TOC,16.9,mg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-10-15,"0,50","0,50",Tot-N_ps,1054.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-10-15,"0,50","0,50",Tot-P,40.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-11-15,"0,50","0,50",NH4-N,42.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-11-15,"0,50","0,50",NO2+NO3-N,377.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-11-15,"0,50","0,50",PO4-P,14.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-11-15,"0,50","0,50",Si,2.55,mg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-11-15,"0,50","0,50",TOC,12.4,mg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-11-15,"0,50","0,50",Tot-N_ps,809.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-11-15,"0,50","0,50",Tot-P,32.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-12-14,"0,50","0,50",NH4-N,49.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-12-14,"0,50","0,50",NO2+NO3-N,478.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-12-14,"0,50","0,50",PO4-P,14.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-12-14,"0,50","0,50",Si,2.75,mg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-12-14,"0,50","0,50",TOC,10.1,mg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-12-14,"0,50","0,50",Tot-N_ps,1035.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2001-12-14,"0,50","0,50",Tot-P,25.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-01-15,"0,50","0,50",NH4-N,120.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-01-15,"0,50","0,50",NO2+NO3-N,667.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-01-15,"0,50","0,50",PO4-P,21.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-01-15,"0,50","0,50",Si,4.03,mg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-01-15,"0,50","0,50",TOC,10.9,mg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-01-15,"0,50","0,50",Tot-N_ps,929.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-01-15,"0,50","0,50",Tot-P,33.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-02-15,"0,50","0,50",NH4-N,26.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-02-15,"0,50","0,50",NO2+NO3-N,420.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-02-15,"0,50","0,50",PO4-P,13.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-02-15,"0,50","0,50",Si,2.55,mg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-02-15,"0,50","0,50",TOC,8.4,mg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-02-15,"0,50","0,50",Tot-N_ps,680.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-02-15,"0,50","0,50",Tot-P,20.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-03-15,"0,50","0,50",NH4-N,19.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-03-15,"0,50","0,50",NO2+NO3-N,444.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-03-15,"0,50","0,50",PO4-P,10.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-03-15,"0,50","0,50",Si,2.82,mg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-03-15,"0,50","0,50",TOC,8.1,mg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-03-15,"0,50","0,50",Tot-N_ps,744.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-03-15,"0,50","0,50",Tot-P,22.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-04-15,"0,50","0,50",NH4-N,29.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-04-15,"0,50","0,50",NO2+NO3-N,371.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-04-15,"0,50","0,50",PO4-P,10.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-04-15,"0,50","0,50",Si,2.06,mg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-04-15,"0,50","0,50",TOC,7.8,mg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-04-15,"0,50","0,50",Tot-N_ps,699.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-04-15,"0,50","0,50",Tot-P,25.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-05-15,"0,50","0,50",NH4-N,40.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-05-15,"0,50","0,50",NO2+NO3-N,194.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-05-15,"0,50","0,50",PO4-P,7.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-05-15,"0,50","0,50",Si,0.89,mg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-05-15,"0,50","0,50",TOC,9.1,mg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-05-15,"0,50","0,50",Tot-N_ps,563.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-05-15,"0,50","0,50",Tot-P,24.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-06-14,"0,50","0,50",NH4-N,70.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-06-14,"0,50","0,50",NO2+NO3-N,281.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-06-14,"0,50","0,50",PO4-P,10.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-06-14,"0,50","0,50",Si,1.36,mg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-06-14,"0,50","0,50",TOC,10.3,mg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-06-14,"0,50","0,50",Tot-N_ps,676.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-06-14,"0,50","0,50",Tot-P,42.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-07-12,"0,50","0,50",NH4-N,67.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-07-12,"0,50","0,50",NO2+NO3-N,170.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-07-12,"0,50","0,50",PO4-P,16.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-07-12,"0,50","0,50",Si,1.8,mg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-07-12,"0,50","0,50",TOC,13.7,mg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-07-12,"0,50","0,50",Tot-N_ps,689.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-07-12,"0,50","0,50",Tot-P,39.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-08-15,"0,50","0,50",NH4-N,59.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-08-15,"0,50","0,50",NO2+NO3-N,222.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-08-15,"0,50","0,50",PO4-P,19.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-08-15,"0,50","0,50",Si,1.6,mg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-08-15,"0,50","0,50",TOC,14.4,mg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-08-15,"0,50","0,50",Tot-N_ps,658.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-08-15,"0,50","0,50",Tot-P,50.0,µg/l
31,Bäveån Uddevalla,11.939269389911125,58.34711670271321,2002-09-16,"0,50","0,50",NH4-N,40.0,µg/l
